nct_id,brief_summary,intervention_type,summary_length_chars,summary_length_words,hedging_count,negation_count,hedging_density,negation_density
NCT01491035,The objective of the study is to evaluate the pharmacokinetics of vortioxetine and its metabolites in connection with multiple oral dosing in child and adolescent patients with a DSM-IV-TR diagnosis of Depressive or Anxiety Disorder,DRUG,232,37,1,0,0.02702702702702703,0.0
NCT00401635,The purpose of this study is to evaluate activity and toxicity of the combination of carboplatin and liposomal doxorubicin as first-line chemotherapy of patients with advanced or recurrent endometrial carcinoma.,DRUG,211,31,1,0,0.03225806451612903,0.0
NCT01535235,"The investigators propose a proof-of-concept, pathogenesis-oriented, randomized, placebo-controlled pilot study to assess whether the addition of an angiotensin converting enzyme (ACE) inhibitor to standard Highly Active Antiretroviral Therapy (HAART) reverses lymphoid fibrosis, and whether this leads to more effective HIV-specific host immune responses and an accelerated clearance of the latent reservoir.",DRUG,409,56,3,0,0.05357142857142857,0.0
NCT03632135,The purpose of this clinical study is to confirm the utility of chemosensitivity tumor testing on cancer stem cells (ChemoID) as a predictor of clinical response in poor prognosis malignant brain tumors such as recurrent glioblastoma (GBM).,DRUG,240,37,0,0,0.0,0.0
NCT00593125,"The proposed investigation will use methadone maintained patients who have concurrent cocaine dependence in order to take advantage of the excellent (over 80%) treatment retention in this patient group and to maximize treatment compliance by daily observed medication with both methadone and levetiracetam. In the initial patients we will explore the tolerability of escalating doses of levetiracetam as well as its potential role in reducing cocaine use, as monitored by self-report and verified by three-times weekly urine toxicology testing in methadone treated patients.The specific aim of this study is to evaluate the tolerability and efficacy of levetiracetam 3 grams/day in modifying cocaine-using behavior, reducing cocaine craving and attenuating cocaine's reinforcing effect among methadone-maintained patients",DRUG,821,118,2,0,0.01694915254237288,0.0
NCT01638325,"BC106 is a molecule that when injected with insulin lispro may change the speed of absorption of insulin lispro. The purpose of this study will be to evaluate the safety of BC106 insulin lispro and any side effects that might be associated with it, blood levels of insulin lispro after injection under the skin and how BC106 insulin lispro affects blood sugar after injection under the skin. There is a minimum 7 day washout between single doses.",DRUG,446,76,3,0,0.039473684210526314,0.0
NCT00749125,This study will examine activation of a brain circuit that regulates emotion in depressed patients before and after treatment to see which areas of the brain are involved in chronic depression.,DRUG,193,31,0,0,0.0,0.0
NCT00467376,"Primary:  * To compare the efficacy and safety of Insulin Glulisine to Insulin Lispro in subjects with type 1 or type 2 diabetes mellitus. * To compare the frequency of hypoglycemia of Insulin Glulisine to Insulin Lispro.  Secondary:  * To compare Insulin Glulisine to Insulin Lispro in terms of the change in HbA1c at weeks 12, blood glucose parameters, insulin doses and treatment satisfaction in subjects with type 1 or type 2 diabetes mellitus",DRUG,447,67,0,0,0.0,0.0
NCT00839176,The primary objective of this Phase IIa trial is to determine the effective dose and treatment period for an upcoming RX-10100 Phase IIb trial in subjects with major depression disorder (MDD). The secondary objectives of this trial are to evaluate the safety and quality of life in subjects with MDD receiving RX-10100 treatment.,DRUG,329,53,1,0,0.018867924528301886,0.0
NCT02323217,"The imdazoline2 binding site (I2BS) is known to reside inside astrocytes. Changes in the numbers of I2BS in post mortem tissue has implicated them in a range of psychiatric conditions such as depression and addiction, along with neurodegenerative disorders such as Alzheimer's disease and Huntington's chorea. Preclinical studies have also demonstrated functional interactions with the opioid system, where I2BS ligands have been shown to affect tolerance to morphine and alleviate some of the morphine withdrawal syndrome in rats. Recently the I2BS and I2BS ligands have been shown to have some interesting analgesic effects in different models of pain and a novel I2BS ligand, CR4056, is currently undergoing Phase II clinical trials as a novel treatment for neuropathic pain and acute non- specific pain states.  The location of I2BS on astrocytic glial cells and the possibility that they may in some way regulate glial fibrillary acidic protein have led to increased interest into the role of I2BS and I2BS ligands in conditions characterised by marked gliosis. The number of I2BS has been shown to increase in Alzheimer's disease post mortem, and it has also been suggested that I2BS may be a marker for the severity and malignancy of human glioblastomas.  The lack of suitable imaging tools for the I2BS has meant that information regarding the number and distribution of I2BS in the brain has come from preclinical species and in vitro post-mortem studies. The recent development of \[11C\]BU99008 as a suitable PET ligand to quantify I2BS in vivo, enables the direct quantification of I2BS availability and regional distribution in the living human brain. In this study the investigators plan to utilise \[11C\]BU99008 to quantify the regional brain availability of I2BS in the human brain in vivo using PET.",DRUG,1817,306,2,1,0.006535947712418301,0.0032679738562091504
NCT00875017,The purpose of this study is to compare the absorption of dietary phosphorus following a single dose with lanthanum carbonate (1000mg) and a single dose of sevelamer carbonate (2400mg).,DRUG,185,29,0,0,0.0,0.0
NCT00001317,"In a recent double-blinded, placebo-controlled multi-center international study, subcutaneous injections of interferon-gamma administered three times weekly reduced the frequency of serious infections in patients with chronic granulomatous disease. Patients receiving interferon-gamma had fewer hospital stays, shorter in length, than the placebo group. Children less than 10 years of age benefitted most from treatment and had fewer side effects.  Based on these data, the FDA licensed interferon-gamma for prophylaxis in CGD patients. We wish to monitor our patients who participated in the original study for possible long-term side effects. Any new patients referred to us who are either on interferon-gamma or considered to be candidates for interferon-gamma will be considered for this protocol. In addition, our patients who were originally accepted under Genentech's compassionate plea protocol will also be monitored under this new protocol. The patients will be evaluated every six months, with blood work and interim medical histories taken.",DRUG,1052,157,1,0,0.006369426751592357,0.0
NCT03276689,"Introduction Treatment of neuropathic pain has been a goal of numerous research projects for the last half century, with overall disappointing results. These poor achievements are in contrast with substantial advancements in the understanding of pain mechanisms, and numerous molecules developed to tackle them. The need to better identify patients likely to respond to treatment comes from the neuropathic pain experts in regards to the pharmacological domain.  The basic assertion of this project is that the pain modulation profile is altered in pain patients toward a pro-nociceptive mode, and that the specific single or multiple dysfunctions of pain modulation that underlie this pro-nociceptivity should be targeted by therapeutic lines that can reverse the modulation back toward eu-nociceptivity.  The aim of this amendment is to demonstrate that pain treatment efficacy for painful diabetic neuropathy can be optimized by individualizing pharmacological treatment choice along 'fix the dysfunction' concept",DRUG,1016,149,1,0,0.006711409395973154,0.0
NCT00841568,Investigation into the long-term safety and efficacy of OPC-41061 in repeated oral administrations at doses of 15 mg twice daily in patients with ADPKD who completed the preceding dose-finding study (156-04-001).,DRUG,212,31,0,0,0.0,0.0
NCT02003391,The purpose of this study is to demonstrate superior intraocular pressure (IOP) control with travoprost 0.004% / timolol 0.5% compared to beta-blocker monotherapy in participants with open-angle glaucoma or ocular hypertension.,DRUG,227,30,0,0,0.0,0.0
NCT01948791,To investigate the efficacy of Exelon capsule at maximal tolerated dose in mild to moderate Chinese AD patients via dosage titration from 3mg/d to 12mg/d in a 16 weeks duration,DRUG,176,31,0,0,0.0,0.0
NCT00005674,"The purpose of this study is to evaluate the safety and effectiveness of creatine treatment in amyotrophic lateral sclerosis (ALS). There is currently no known effective treatment for ALS. It is known that nerve cells die in the brains and spinal cords of patients with ALS but the cause of the cell death is unknown. It has been shown that there is overactive nerve activity due to increased levels of a chemical called glutamate and that there is abnormal cellular metabolism along with increased production of substance called ""free radicals."" Improving cellular metabolism and readjusting the activity of glutamate in the brain may be beneficial to ALS patients.  Creatine is a naturally occurring compound, which improves energy metabolism in cells. Creatine has been given to patients with energy metabolism defects in their muscles, and to athletes. Creatine improves survival in a mouse model of ALS. Three human subjects with ALS have received creatine for up to six months without any side effects. Overall, creatine has been well tolerated and safe.",DRUG,1060,170,2,2,0.011764705882352941,0.011764705882352941
NCT02426697,The clinical trial is a stage 3 study to determine the role of fentanyl transmucosal in the prevention of pain induced by mobilization in patients receiving a bone metastasis radiation for bone metastasis irradiations,DRUG,217,33,0,0,0.0,0.0
NCT02216890,This study will examine the safety profile of SGN-CD70A. The study will test increasing doses of SGN-CD70A given every 3 weeks (or an alternate dosing schedule up to every 6 weeks) to small groups of patients. The goal is to find the highest dose of SGN-CD70A that can be given to patients without causing unacceptable side effects. The pharmacokinetics and antitumor activity of SGN-CD70A will also be evaluated.,DRUG,413,74,0,1,0.0,0.013513513513513514
NCT01755390,"Primary Objective:  \- To determine the maximum tolerated dose (MTD) and the dose-limiting toxicity (DLT) of XRP6258 when given as a weekly 1-hour intravenous (i.v.) infusion for the first 4 consecutive weeks of each 5-week treatment cycle (Day 1, Day 8, Day 15, Day 22 of each 5-week treatment cycle).  Secondary Objectives :  * To define the safety profile of the drug * To establish the recommended dose and time interval for future Phase II trials * To determine the pharmacokinetic (PK) profile of XRP6258 in man * To assess the absolute oral bioavailability of XRP6258 at the i.v. recommended dose (following Protocol Amendment No. 2) * To look for evidence of antitumor activity",DRUG,685,104,1,1,0.009615384615384616,0.009615384615384616
NCT05629390,"The Phase III main study is a randomized, controlled, multicenter, double blind, trial to evaluate the efficacy and safety of TP-03 (lotilaner ophthalmic solution, 0.25%), for the treatment of Demodex blepharitis in Chinese patients. The PK sub-study is a single-arm, open-label trial to evaluate systemic TP-03 in whole blood following topical ocular administration",DRUG,366,55,2,0,0.03636363636363636,0.0
NCT04552197,"The purpose of this study is to evaluate: systemic and local gut (rectum and sigmoid colon) exposure to JNJ-64251330, local tissue Pharmacodynamics (PD) using gut (rectum and sigmoid colon) biopsies (Part 1) and the effect of food on the rate and extent of absorption of JNJ-64251330 from oral tablet dosed with or without food (Part 2).",DRUG,337,54,1,1,0.018518518518518517,0.018518518518518517
NCT05858710,"This study aims to explore a new therapeutic approach for advanced soft tissue sarcoma (STS) by investigating the safety, tolerability, and maximum tolerated dose (MTD)/highest tolerated dose (HTD) of DPPG2-TSL-DOX combined with regional hyperthermia (RHT) in patients who have been pre-treated with anthracycline, e.g. doxorubicin (DOX).",DRUG,338,51,0,0,0.0,0.0
NCT00237913,"Aripiprazole will show improved effectiveness over the standard of care treatment with one of three atypical antipsychotics (olanzapine, quetiapine and risperidone).",DRUG,165,21,0,0,0.0,0.0
NCT02546960,"The purpose of this study is to evaluate the safety, tolerability of different doses of JNJ-63871860 (ExPEC4V) in participants greater than or equal to (\>=)18 years of age and to evaluate the dose-dependent immunogenicity of ExPEC as measured by enzyme-linked immunosorbent assay (ELISA).",DRUG,289,45,2,0,0.044444444444444446,0.0
NCT03173560,"Study E7080-G000-218 is a Randomized, open-label (formerly Double-blind), Phase 2 Trial conducted to assess whether a starting dose of lenvatinib 14 milligrams (mg) in combination with everolimus 5 mg once daily (QD) will provide comparable efficacy (based on objective response rate \[ORR\] at 24 weeks \[ORR24W\]) with an improved safety profile compared to lenvatinib 18 mg in combination with everolimus 5 mg (based on treatment-emergent intolerable Grade 2, or any greater than or equal to (\>=) Grade 3 adverse events (AEs) in the first 24 weeks after randomization).",DRUG,573,83,2,0,0.024096385542168676,0.0
NCT03234660,"Neuroapoptosis is induced by the administration of anesthetic agents to the young brain. Recent studies showed that the a2-adrenoceptor agonist, dexmedetomidine plays a trophic role during development and is neuroprotective in several settings of neuronal injury in animals. We hypothesized that neuroprotective effect of dexmedetomidine would be associated with evidence of brain injury detected by elevation of plasma concentration of glial fibrillary acid protein in children undergoing general anesthesia.",DRUG,509,70,0,0,0.0,0.0
NCT00589420,"RATIONALE: Sorafenib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as docetaxel, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Giving sorafenib together with docetaxel may kill more tumor cells.  PURPOSE: This phase II trial is studying giving sorafenib together with docetaxel to see how well it works in treating patients with metastatic androgen-independent prostate cancer.",DRUG,530,85,2,0,0.023529411764705882,0.0
NCT01270282,The purpose of the study is to evaluate the therapeutic benefit and safety of intratympanic AM-101 injections in comparison to placebo in the treatment of persistent acute inner ear tinnitus.,DRUG,191,30,1,0,0.03333333333333333,0.0
NCT00772382,The primary objective of this study is to demonstrate the long-term safety and tolerability of MCI-196 in the subjects with stage V chronic kidney disease on dialysis with hyperphosphatemia.  The secondary objective of this study is to assess the long-term efficacy of flexible doses of MCI-196.,DRUG,295,48,1,0,0.020833333333333332,0.0
NCT05762523,"The aim of the clinical study is to study the safety and tolerability of the live cell-based vaccine against smallpox and other orthopoxvirus infections (VAC∆6 vaccine) based on vaccinia virus, in intracutaneous administration.  The research tasks are to:  * evaluate the safety of various schemes for the use of the VAC∆6 vaccine using a set of clinical and laboratory-instrumental methods (thermometry, blood pressure registration, auscultation of the heart and lungs, electrocardiography (ECG), complete blood count and common urine test, biochemical, immunological, and virological studies); * evaluate the reactogenicity of various schemes for the use of the VAC∆6 vaccine (taking into account the number of local and systemic reactions, the percentage of those vaccinated with various degrees of manifestation of systemic and local reactions); * evaluate the possibility of virus shedding into the environment by volunteers; * evaluate the immunological efficacy of various vaccine administration schemes; * identify the development of undesirable reactions to the administration of the vaccine; * evaluate the cellular immune response to the introduction of various schemes for the use of the vaccine; * evaluate preliminary efficacy data in order to select an optimal scheme for the administration of the vaccine to make a decision on conducting Phase II clinical trials in an extended group of volunteers.",BIOLOGICAL,1414,205,6,0,0.02926829268292683,0.0
NCT03964259,To determine whether a reduced volume hydration regimen will lead to a shorter time to methotrexate clearance when compared to a standard intravenous (IV) hydration regimen.,DRUG,173,26,1,0,0.038461538461538464,0.0
NCT05664659,The aim of this clinical trial is to test if carbetocin is as effective as oxytocin plus misoprostol in decreasing intraoperative blood loss in women undergoing planned cesarean section.  The main question it aims to answer is:  \* Is carbetocin as effective as oxytocin plus misoprostol in decreasing intraoperative blood loss in women undergoing planned cesarean section?  Researchers will compare 2 groups:  * women receiving Oxytocin plus Misoprostol; * women receiving Carbetocin as regards: * estimated blood loss,DRUG,519,73,0,0,0.0,0.0
NCT03581123,This is a study of adults with acute low back pain flare-up at risk of becoming chronic and disabling. The study tests how well spinal manipulation and guided selfcare work compared to standard medical care. The treatments last up to eight weeks and participants will be followed for one year.,DRUG,293,51,0,0,0.0,0.0
NCT00525759,There is clear preclinical in vitro and in vivo evidence of sequence dependent synergy between chemotherapy agents and zoledronic acid. The aim of the study is to investigate if the synergistic increase in tumour cell apoptosis observed in preclinical studies occurs in patients. The hypothesis for this study is that there may be anti-tumour benefits of the sequential application of chemotherapy agents followed by zoledronic acid in patients with invasive breast cancer.,DRUG,473,73,1,0,0.0136986301369863,0.0
NCT00072059,RATIONALE: Ro 50-3821 may stimulate red blood cell production and treat anemia in patients who are receiving antineoplastic therapy for non-small cell lung cancer.  PURPOSE: This randomized phase II trial is studying six different regimens of Ro 50-3821 to compare how well they work in treating anemia in patients who are receiving antineoplastic therapy for stage IIIB or stage IV non-small cell lung cancer.,BIOLOGICAL,410,64,1,0,0.015625,0.0
NCT00675259,"RATIONALE: Drugs used in chemotherapy, such as paclitaxel albumin-stabilized nanoparticle formulation and carboplatin, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as bevacizumab, can block tumor growth in different ways. Some find tumor cells and help kill them or carry tumor-killing substances to them. Others interfere with the ability of tumor cells to grow and spread. Bevacizumab may also stop the growth of breast cancer by blocking blood flow to the tumor. Giving combination chemotherapy together with bevacizumab before surgery may make the tumor smaller and reduce the amount of normal tissue that needs to be removed. Giving bevacizumab after surgery may kill any tumor cells that remain after surgery.  PURPOSE: This phase II trial is studying the side effects and how well giving paclitaxel albumin-stabilized nanoparticle formulation and carboplatin together with bevacizumab works in treating women undergoing surgery for stage II or stage III breast cancer.",DRUG,1079,167,3,0,0.017964071856287425,0.0
NCT00257959,This is an open parallel design randomized trial of amiodarone plus a beta blocker vs a beta blocker alone vs sotalol for the prevention of ICD shocks in patients receiving an ICD for spontaneous or inducible ventricular tachycardia or fibrillation,DRUG,248,40,0,0,0.0,0.0
NCT00226980,The purpose of this study is to determine the efficacy of the combination of thalidomide and capecitabine in metastatic renal cell carcinoma and also to determine the safety of the combination.,DRUG,193,31,0,0,0.0,0.0
NCT02273180,"Primary Objective:  To demonstrate non-inferiority of SAR342434 versus Humalog in glycated haemoglobin A1c (HbA1c) change from baseline to Week 26 in participants with type 1 diabetes mellitus (T1DM) also using insulin glargine.  Secondary Objectives:  To assess the immunogenicity of SAR342434 and Humalog in terms of positive/negative status and antibody titers at baseline and during the course of the study.  To assess the relationship of anti-insulin antibodies with efficacy and safety including during the safety extension.  To assess the efficacy of SAR342434 and Humalog in terms of proportion of participants reaching target HbA1c (\<7%), Fasting plasma glucose (FPG), self-measured plasma glucose (SMPG) profiles, and insulin dose.  To assess safety of SAR342434 and Humalog.",DRUG,786,117,4,0,0.03418803418803419,0.0
NCT04213196,"This is a first-in-human, Phase I, single-dose escalation clinical trial conducted in Chinese healthy volunteers. The safety, tolerability, and PK of HSK21542 injection in healthy volunteers will be evaluated using a randomized, double-blind, placebo-controlled trial design",DRUG,274,41,0,0,0.0,0.0
NCT00345696,The purpose of this study is to determinate progression free survival after 9 months of treatment.,DRUG,98,15,0,0,0.0,0.0
NCT01818596,"The primary objective of this study is to evaluate the effect of elvitegravir/cobicistat/emtricitabine/tenofovir alafenamide (E/C/F/TAF) fixed-dose combination (FDC) tablet on renal parameters at Week 24 in treatment-naive and treatment-experienced HIV-positive, adults with mild to moderate renal impairment.",DRUG,309,46,1,0,0.021739130434782608,0.0
NCT01787396,"The objective of this study is to evaluate efficacy and safety of initial combination therapy with Gemigliptin 50mg q.d and Metformin q.d compared with either monotherapy in treatment naïve patients with type 2 diabetes, In other words, to proof superiority of initial combination therapy with Gemigliptin and Metformin than each monotherapy.",DRUG,342,53,1,0,0.018867924528301886,0.0
NCT04354896,"Subclinical hypothyroidism (SCH) is common among the elderly population and has been associated with neuromuscular impairment. Muscular symptoms such as weakness, myalgia and cramps are more often reported by SCH patients compared to euthyroid controls. Sarcopenia is the age-related loss of muscular mass and function and its assessment includes three dimensions (muscle quantity, muscle strength and physical performance). To date, evidence is lacking about the effect of thyroid hormone replacement on skeletal muscle impairment in SCH patients. The aim of the study is therefore to evaluate the impact of levothyroxine therapy on sarcopenia measures in SCH. This is a nested substudy within two large international multicenter randomized controlled trial of elderly participants with SCH (TRUST Study, clinicaltrials.gov ID NCT 01660126; and IEMO Study, Netherland Trial Register ID NTR3851). Those two trials shared a very similar study design. The cohorts will therefore be analyzed as a single study population.",DRUG,1018,149,1,1,0.006711409395973154,0.006711409395973154
NCT00400296,"This single arm study will determine the maximum tolerated dose, and recommended dose for further development, of R547, in patients with advanced solid tumors. Groups of patients will receive ascending doses of R547 as weekly intravenous infusions administered over a) 90 minutes and b) 180 minutes, on days 1 and 8 of a 21 day cycle. In the absence of dose-limiting toxicity following the starting dose, incremental dose-escalations will be allowed in subsequent cohorts of patients until the maximum tolerated dose is reached. The anticipated time on study treatment is until disease progression or dose-limiting toxicity, and the target sample size is \<100 individuals.",DRUG,673,101,0,1,0.0,0.009900990099009901
NCT01689662,"The folate receptor (FR) is overexpressed by many different cancer types, including renal cell carcinoma. Besides helping in the diagnosis of cancer, a folate-targeted imaging agent could provide an effective method to identify folate receptor-positive (FR+) cancer patients that may benefit from folate-targeted therapy. Up to 40 subjects, with known or strongly suspected metastatic renal cell carcinoma with at least one target lesion detected by a diagnostic imaging procedure (e.g. ultrasonography, CT, or MRI), will be enrolled in this study.",DRUG,548,83,2,0,0.024096385542168676,0.0
NCT04417088,The purpose of this study is to evaluate the safety and feasibility of the Exablate Model 4000 Type 2 system when used as a tool to open the blood-brain-barrier (BBB) in subjects with recurrent glioblastoma (rGBM) undergoing carboplatin monotherapy.,DRUG,249,39,1,0,0.02564102564102564,0.0
NCT01423903,The purpose of this study is to determine whether OPB-51602 is safe and tolerable when given daily by mouth to subjects with advanced solid tumors.,DRUG,147,25,1,0,0.04,0.0
NCT04629703,"The study is a double-blind, randomized, placebo-controlled, multi-center, Phase 3 study to evaluate the efficacy and safety of fostamatinib in COVID-19 subjects.",DRUG,162,24,1,0,0.041666666666666664,0.0
NCT05126927,"Primary objective To investigate the safety and tolerability profile of 68Ga- NODAGA-SNA006 in patients with solid tumors; To investigate the radiation absorbed dose characteristics of 68Ga-NODAGA-SNA006 in patients with solid tumors; To investigate the distribution profile of 68Ga-NODAGA-SNA006 in patients with solid tumors. Secondary objectives To investigate the optimal administration dose and radiation safety profile of 68Ga-NODAGA-SNA006; To investigate the PET imaging characteristics and high-quality imaging time window of 68Ga-NODAGA-SNA006 in patients with solid tumors; To explore the correlation between PET imaging characteristics of 68Ga-NODAGA-SNA006 binding to CD8 and histological CD8 expression characteristics; To explore peripheral blood T lymphocyte differentiation (CD8, CD4, CD3, etc.) in patients with solid tumors.",BIOLOGICAL,843,121,0,0,0.0,0.0
NCT02253927,"The primary objective was to explore the relative bioavailability of increasing doses of BILR 355 BS, as a sodium dodecyl sulfate-containing solid formulation (SDS), in combination with ritonavir 100 mg and to explore the dose-concentration proportionality of increasing doses.  A secondary objective was to explore the effect of food on the pharmacokinetics of BILR 355 (SDS)",DRUG,376,55,0,0,0.0,0.0
NCT01434342,"RATIONALE: Continued smoking after a cancer diagnosis has important health consequences beyond the risks associated with smoking in the general population. Smoking reduces the efficacy of cancer treatments including surgery, radiation and chemotherapy. Despite the negative consequences, it is estimated that between 15-75% of patients with cancer continue to smoke after their cancer diagnosis. Lung, breast, prostate, colorectal, bladder, head \& neck, and cervical cancer patients were chosen because there is evidence of potential clinical benefit associated with quitting smoking in all of these populations and they represent a mix of both smoking and non-smoking related cancers.",DRUG,686,96,1,0,0.010416666666666666,0.0
NCT04265027,This study evaluates the bioavailability and bioequivalence between two active pharmaceutical ingredient (API) sources of opicapone (OPC) at two different dosage strengths (50 mg and 25 mg) after single and multiple dose administration under fasting conditions in healthy volunteers and assess soluble catechol O methyltransferase (S-COMT) activity in 2 API sources of OPC at two different dosage strengths (50 mg and 25 mg) after single and multiple dose administration under fasting conditions in healthy volunteers,DRUG,517,71,1,0,0.014084507042253521,0.0
NCT06882161,"This study was conducted to evaluate and compare the effect of acetal resin versus Polyether ether ketone (PEEK) partial dentures on abutment teeth supporting structures in Kennedy class I mandibular partial denture cases. Clinical assessments were conducted by assessing the pocket depth (PD), plaque index (PI), and gingival index (GI). Cone beam computed tomography (CBCT) was used to assess abutment alveolar bone height change.",BIOLOGICAL,432,64,2,0,0.03125,0.0
NCT03493386,"This is two-way crossover study to compare pharmacokinetic (PK) of daprodustat 2 milligram (mg) versus 4 mg tablets and food effect on the PK of daprodustat following single oral doses in healthy Japanese male subjects. This study will be conducted in two parts. Part 1 is the bioequivalence part in which subjects will receive single dose of 2 tablets of 2 mg daprodustat and single dose of 1 tablet of 4 mg daprodustat in crossover manner. Part 2 is Food effect part. In this part, subjects will receive single dose of 4 mg daprodustat tablet in fasting and fed state in a crossover manner. There will 5-day wash-out period between each intervention period. There will be approximately 52 subjects in Part 1 and 12 subjects in Part 2. The study will last for 6 weeks.",DRUG,769,123,1,0,0.008130081300813009,0.0
NCT00638170,The objective of the study is to determine whether recurrences of urinary tract infection in children can be prevented with cranberry juice.,BIOLOGICAL,140,22,1,0,0.045454545454545456,0.0
NCT02536170,"The aim of this study is to determine whether giving extra arginine, a simple amino acid, to patients with sickle cell disease seeking treatment for a pain crisis (vaso-occlusive painful events (VOE) will decrease pain scores, decrease the need for pain medications or decrease length of hospital stay or emergency department visit. Funding Source - FDA OOPD.",DRUG,359,57,1,0,0.017543859649122806,0.0
NCT02129673,Slow release formulation of latanoprost is compared for safety and pressure-lowering efficacy with topically administration of commercially available latanoprost in patient with glaucoma and ocular hypertension,DRUG,210,27,0,0,0.0,0.0
NCT00904943,The objective of this study was to compare the rate and extent of absorption of topiramate 25 mg capsules (test) versus Topamax® (reference) administered as 2 25 mg capsules under fed conditions.,DRUG,195,29,0,0,0.0,0.0
NCT00766415,"The purpose of this study is to study histological changes, cellularity, clinical efficacy and safety of AZD1981 in patients with Chronic Obstructive Pulmonary Disease",DRUG,167,24,0,0,0.0,0.0
NCT02676843,"The study will investigate the ability of a new PET tracer, 18F-AV-1451, to detect depositions of a protein, called tau, in the brains of people with a mutation in the tau gene that causes deposition of the protein, and in people without the mutation. Up to three 18F-AV-1451 scans will be performed (one per year) on control subjects without MAPT mutations, presymptomatic mutation carriers, and symptomatic mutation carriers.",DRUG,427,70,0,2,0.0,0.02857142857142857
NCT00266708,"Patients with kidney failure have underlying bone disease at the time of transplant. Fractures of various bones can be as high as 22%. Medication required for the transplant plays a role in bone loss.  Bisphosphonates are used in the general population to treat bone loss of osteoporosis and steroid-induced bone loss. While previous studies, using various bisphosphonates, have shown preservation of bone mineral density in renal transplant recipients, we have demonstrated that pamidronate, a second generation bisphosphonate, is associated with low bone turnover while still preserving bone mineral density. Improved bone mineral density is associated with decreased fracture risk in the general population, while low bone turnover may be associated with increased fracture in dialysis patients.  The purpose of this study is to determine whether risedronate, a third generation bisphosphonate, is effective in preserving bone density when given prophylactically following renal transplantation and whether it is associated with low bone turnover at one year following renal transplantation.",DRUG,1094,157,3,1,0.01910828025477707,0.006369426751592357
NCT06597825,"Sodium hypochlorite (NaOCl), the most commonly used irrigation solution during chemomechanical preparation, plays a significant role in eliminating bacteria within root canals. Additionally, after preparation with different concentrations of NaOCl, 30% to 70% resistant bacteria were observed in the root canals. For this reason, new protocols have been developed to increase the effectiveness of NaOCl in chemomechanical preparation and to support disinfection within root canals. Recently, etidronic acid (1-hydroxyethane 1,1-diphosphonic acid \[HEDP\]), a biocompatible chelating agent, has emerged as an alternative irrigation solution. It has been suggested to combine and use this solution with NaOCl.  This study aims to evaluate the antimicrobial effectiveness of NaOCl in the root canal, which is used in combination with HEDP or sequentially with Ethylenediaminetetraacetic acid (EDTA) in the final irrigation after retreatment. Additionally, the effect of activation with Endoactivator (EA) on microbial reduction was assessed.",DRUG,1038,139,1,0,0.007194244604316547,0.0
NCT03381625,"This is a randomized, placebo-controlled Phase 2 trial consisting of up to 300 subjects with either psoriasis or atopic dermatitis. In this trial BMX-010 will be topically applied twice daily for up to 28 days.",DRUG,210,33,0,0,0.0,0.0
NCT00368576,The purpose of this study is to compare the effects of SB-480848 with placebo in subjects with asthma.,DRUG,102,18,0,0,0.0,0.0
NCT00020176,RATIONALE: Peripheral stem cell transplantation may be able to replace immune cells that were destroyed by chemotherapy used to kill tumor cells.  PURPOSE: Phase II trial to study the effectiveness of allogeneic peripheral stem cell transplantation in treating patients who have stage IV breast cancer.,DRUG,302,45,1,0,0.022222222222222223,0.0
NCT00232076,To assess the efficacy and safety of oral OL27-400MEPC 3 mg/kg/day (2-5 mg/kg/day) in 2 divided doses daily for 8 weeks to patients with severe adult atopic dermatitis.  THIS STUDY IS NOT ENROLLING PATIENTS IN THE UNITED STATES,DRUG,227,39,1,1,0.02564102564102564,0.02564102564102564
NCT02206425,"The goal of this clinical research study is to evaluate the safety and effectiveness (good and bad effects) of ixazomib given as part of a combination therapy to treat subjects with relapsed (subjects whose disease came back) or refractory (subjects whose disease did not respond to past treatment) multiple myeloma. More specifically, the study is focused on subjects who were previously treated with bortezomib (Velcade®) or carfilzomib (Kyprolis®) and showed worsening of their myeloma while receiving either one of these drugs in combination therapy. This study is a Phase I/II. Ixazomib is an investigational drug, which means that ixazomib is currently being tested and is not yet approved by the United States Food and Drug Administration (FDA) for subjects with relapsed or refractory multiple myeloma. Ixazomib is a new study drug that belongs to the same class as bortezomib and carfilzomib; however, unlike bortezomib and carfilzomib, ixazomib is taken by mouth. Current studies investigating ixazomib are demonstrating that it is as safe as bortezomib and effective for the treatment of multiple myeloma both on its own and in combination with other multiple myeloma medications, such as lenalidomide and dexamethasone, or prednisone and melphalan.",DRUG,1260,194,1,2,0.005154639175257732,0.010309278350515464
NCT02453776,"Infliximab (IFX) is highly effective in inducing and maintaining remission in patients with inflammatory bowel disease (IBD). However, a large proportion of patients will eventually lose response to IFX. Therefore, strategies to improve the outcome of maintenance treatment with IFX are required. Retrospective analyses suggest that adjusting IFX treatment in order to achieve IFX trough levels (TL) above a well-defined therapeutic threshold will improve the outcome of IFX treatment.",DRUG,485,70,1,0,0.014285714285714285,0.0
NCT00615576,This is a 4 to 6 week study to look at the safety and PK profile of SB656933 in healthy male smokers,DRUG,100,20,0,0,0.0,0.0
